IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
6114260,0,0.02,C,7,0,36,50,B12,Diesel,200,R11
6114261,0,0.01,F,4,0,59,100,B12,Regular,22821,R11
6114262,0,0.02,A,11,8,35,51,B12,Regular,36,R52
6114263,0,0.01,E,6,3,22,100,B12,Regular,3023,R11
6114264,0,0.01,E,6,3,22,100,B12,Regular,3023,R11
6114265,0,0.02,D,4,0,32,72,B12,Regular,573,R82
6114266,0,0.02,E,4,0,37,50,B12,Regular,9307,R82
6114267,0,0.02,D,8,5,46,50,B12,Regular,1381,R82
6114268,0,0.02,C,4,3,28,95,B12,Regular,135,R93
6114269,0,0.02,E,5,0,27,100,B12,Diesel,4358,R11
6114270,0,0.02,C,8,1,49,50,B12,Diesel,380,R52
6114271,0,0.002739726,C,13,0,66,50,B12,Regular,326,R82
6114272,0,0.02,D,6,5,50,90,B3,Diesel,508,R91
6114273,0,0.02,E,4,0,71,54,B12,Regular,3317,R93
6114274,0,0.02,E,4,0,54,50,B12,Regular,8549,R82
6114275,0,0.01,F,6,10,31,54,B2,Diesel,13520,R11
6114276,0,0.01,C,8,3,52,50,B12,Regular,114,R93
6114277,0,0.01,D,11,1,53,50,B12,Diesel,1955,R94
6114278,0,0.002739726,D,7,4,26,85,B12,Diesel,670,R82
6114279,0,0.01,D,10,0,73,50,B12,Diesel,1428,R11
6114280,0,0.01,C,4,0,31,72,B12,Regular,129,R93
6114281,0,0.01,E,7,10,30,68,B12,Diesel,3465,R11
6114282,0,0.01,D,6,3,24,85,B10,Diesel,1542,R11
6114283,0,0.01,E,9,0,32,72,B12,Diesel,3430,R93
6114284,0,0.01,D,4,0,37,100,B12,Regular,721,R93
6114285,0,0.01,C,5,2,57,50,B12,Regular,216,R11
6114286,0,0.01,A,11,1,37,50,B12,Diesel,18,R22
6114287,0,0.01,D,10,3,69,50,B12,Regular,645,R94
6114288,0,0.01,B,15,2,58,50,B12,Regular,68,R52
6114289,0,0.01,C,11,0,28,125,B12,Diesel,140,R93
6114290,0,0.008219178,E,7,3,59,112,B14,Regular,4348,R72
6114291,0,0.01,C,4,0,33,60,B12,Regular,363,R73
6114292,0,0.002739726,E,4,0,56,50,B12,Regular,2740,R22
6114293,0,0.01,B,7,3,32,60,B3,Diesel,80,R93
6114294,0,0.01,D,8,6,26,72,B12,Regular,779,R82
6114295,0,0.01,E,4,0,78,62,B12,Regular,3744,R93
6114296,0,0.005479452,E,4,0,22,90,B12,Regular,3430,R93
6114297,0,0.01,C,4,0,84,50,B12,Regular,329,R26
6114298,0,0.01,E,4,0,43,85,B12,Regular,3317,R93
6114299,0,0.01,C,10,2,55,100,B12,Regular,173,R93
6114300,0,0.01,E,5,3,23,100,B12,Regular,3708,R26
6114301,0,0.005479452,E,4,0,56,50,B12,Regular,6913,R11
6114302,0,0.01,C,10,5,37,50,B12,Regular,177,R93
6114303,0,0.01,F,11,0,64,50,B12,Diesel,22669,R11
6114304,0,0.01,C,5,0,50,50,B12,Diesel,266,R82
6114305,0,0.008219178,B,8,3,31,50,B12,Regular,60,R52
6114306,0,0.008219178,E,4,0,29,57,B12,Regular,5831,R11
6114307,0,0.008219178,D,10,2,41,50,B12,Regular,1622,R91
6114308,0,0.008219178,A,11,0,64,50,B12,Diesel,18,R93
6114309,0,0.008219178,A,4,0,78,50,B12,Regular,27,R25
6114310,0,0.005479452,D,7,5,18,100,B1,Regular,804,R22
6114311,0,0.008219178,E,15,4,54,50,B12,Regular,3317,R93
6114312,0,0.008219178,F,4,0,38,50,B12,Regular,27000,R11
6114313,0,0.005479452,E,4,0,44,50,B12,Regular,3457,R82
6114314,0,0.008219178,F,4,0,56,50,B12,Regular,27000,R11
6114315,0,0.005479452,A,7,0,38,50,B12,Diesel,47,R91
6114316,0,0.005479452,B,11,1,41,76,B12,Diesel,81,R11
6114317,0,0.005479452,E,7,0,51,53,B12,Diesel,3240,R11
6114318,0,0.005479452,C,7,2,48,50,B12,Diesel,263,R82
6114319,0,0.005479452,C,4,0,61,50,B12,Regular,205,R25
6114320,0,0.002739726,E,10,0,29,80,B12,Diesel,2471,R11
6114321,0,0.005479452,E,4,0,29,80,B12,Regular,5360,R11
6114322,0,0.005479452,E,11,0,49,74,B12,Diesel,5360,R11
6114323,0,0.005479452,D,4,0,34,80,B12,Regular,731,R82
6114324,0,0.005479452,D,11,0,41,50,B12,Diesel,528,R93
6114325,0,0.005479452,E,6,4,40,68,B12,Regular,2733,R93
6114326,0,0.002739726,E,4,0,54,50,B12,Regular,3317,R93
6114327,0,0.002739726,E,4,0,41,95,B12,Regular,9850,R11
6114328,0,0.002739726,D,6,2,45,50,B12,Diesel,1323,R82
6114329,0,0.002739726,B,4,0,60,50,B12,Regular,95,R26
6114330,0,0.002739726,B,7,6,29,54,B12,Diesel,65,R72
198,1,0.59,E,4,0,39,100,B12,Regular,6736,R11
200,1,0.21,E,4,10,24,85,B14,Regular,3301,R73
202,2,0.65,E,4,1,24,85,B12,Regular,3301,R73
205,1,0.08,C,6,0,42,52,B12,Regular,126,R22
206,1,0.78,C,6,0,42,52,B12,Regular,126,R22
209,1,0.34,D,4,0,48,50,B12,Regular,1622,R91
210,1,0.52,D,4,0,48,50,B12,Regular,1622,R91
211,1,0.42,E,10,5,32,50,B12,Regular,2757,R22
212,1,0.14,E,10,5,32,50,B12,Regular,2757,R22
213,1,0.01,E,10,5,32,50,B12,Regular,2757,R22
215,1,0.85,E,4,1,26,100,B12,Regular,5449,R82
217,1,0.74,A,5,4,31,64,B3,Diesel,9,R21
219,1,0.04,A,5,4,31,64,B3,Diesel,9,R21
220,1,0.07,A,5,4,31,68,B3,Diesel,9,R21
222,1,0.8,E,5,0,48,50,B12,Regular,3317,R93
223,1,0.06,E,5,0,48,50,B12,Regular,3317,R93
225,1,0.73,D,4,0,61,50,B12,Regular,515,R54
227,1,0.12,D,4,0,61,50,B12,Regular,515,R54
229,1,0.8,C,6,0,45,57,B12,Diesel,495,R91
230,1,0.06,C,6,0,45,57,B12,Diesel,495,R91
233,1,0.79,A,5,0,49,50,B12,Regular,47,R22
234,1,0.06,A,5,0,49,50,B12,Regular,47,R22
237,1,0.09,E,5,0,45,50,B12,Regular,2131,R82
238,1,0.75,E,5,0,45,50,B12,Regular,2131,R82
241,1,0.84,E,7,4,50,50,B12,Regular,5360,R11
246,1,0.08,A,7,0,38,60,B12,Regular,27,R11
247,1,0.79,A,7,0,38,60,B12,Regular,27,R11
250,1,0.85,C,4,0,37,64,B12,Regular,175,R72
256,1,0.85,E,6,4,35,68,B5,Diesel,9307,R82
259,1,0.83,D,7,0,54,50,B12,Regular,966,R31
261,1,0.02,D,7,0,54,50,B12,Regular,966,R31
264,1,0.85,C,5,0,51,50,B12,Regular,102,R31
266,1,0.8,F,8,4,23,100,B12,Regular,17140,R11
268,1,0.04,F,8,4,23,100,B12,Regular,17140,R11
271,1,0.78,A,4,0,44,56,B12,Regular,13,R93
272,1,0.07,A,4,0,44,56,B12,Regular,13,R93
274,1,0.72,D,6,0,51,50,B12,Diesel,824,R91
275,1,0.23,D,6,0,51,50,B12,Diesel,824,R91
277,1,0.15,C,4,3,31,64,B2,Regular,202,R31
278,1,0.11,C,4,3,32,64,B2,Regular,202,R31
280,1,0.48,F,6,0,33,95,B12,Regular,27000,R11
282,1,0.37,F,6,0,33,95,B12,Regular,27000,R11
285,1,0.09,F,5,0,41,90,B12,Regular,27000,R11
286,1,0.75,F,5,0,41,90,B12,Regular,27000,R11
289,1,0.86,C,8,9,54,50,B13,Diesel,177,R93
291,1,0.17,B,5,3,29,60,B4,Diesel,63,R52
292,1,0.07,B,5,3,29,60,B4,Diesel,63,R52
293,1,0.09,B,6,0,29,60,B12,Regular,63,R52
295,1,0.04,B,5,3,29,60,B4,Diesel,63,R52
296,1,0.46,B,6,0,29,60,B12,Regular,63,R52
299,1,0.74,E,4,6,26,100,B6,Regular,2308,R31
300,1,0.11,E,4,6,26,100,B6,Regular,2308,R31
303,1,0.77,B,4,0,42,50,B12,Regular,65,R26
304,2,0.07,B,4,0,42,50,B12,Regular,65,R26
306,1,0.24,E,6,0,50,50,B12,Regular,8880,R11
307,1,0.63,E,6,0,50,50,B12,Regular,8880,R11
311,1,0.07,A,6,0,58,50,B12,Diesel,23,R54
312,1,0.76,A,6,0,58,50,B12,Diesel,23,R54
316,1,0.92,C,9,0,53,50,B12,Regular,104,R93
319,1,0.17,C,7,0,52,50,B12,Regular,251,R93
320,1,0.67,C,7,0,52,50,B12,Regular,251,R93
322,1,0.09,C,5,0,35,50,B12,Regular,173,R93
325,1,0.78,C,5,0,35,50,B12,Regular,173,R93
328,1,0.78,E,10,0,58,50,B12,Diesel,9307,R82
329,1,0.07,E,10,0,58,50,B12,Diesel,9307,R82
332,1,0.85,D,4,0,41,50,B12,Regular,1784,R11
335,1,0.87,B,4,0,52,90,B12,Regular,73,R24
337,1,0.24,A,4,0,29,76,B12,Regular,15,R26
339,1,0.09,A,4,0,29,76,B12,Regular,15,R26
340,1,0.51,A,4,0,29,76,B12,Regular,15,R26
345,1,0.78,E,7,0,32,58,B12,Diesel,2472,R82
346,1,0.06,E,7,0,32,58,B12,Diesel,2472,R82
349,1,0.84,C,4,0,74,91,B12,Regular,471,R73
352,1,0.85,D,4,0,46,50,B12,Regular,1846,R72
354,1,0.83,F,10,0,65,54,B12,Regular,16533,R11
355,1,0.07,F,10,0,65,54,B12,Regular,16533,R11
359,1,0.09,B,4,0,40,55,B12,Regular,74,R24
361,1,0.76,B,4,0,40,55,B12,Regular,74,R24
364,1,0.07,D,7,4,38,90,B10,Diesel,532,R11
365,1,0.77,D,7,4,38,90,B10,Diesel,532,R11
367,1,0.81,C,7,0,67,80,B12,Diesel,109,R42
369,1,0.03,C,7,0,67,80,B12,Diesel,109,R42
371,1,0.08,E,9,1,46,50,B12,Regular,2178,R11
372,1,0.64,E,9,1,46,50,B12,Regular,2178,R11
374,1,0.11,E,9,1,46,50,B12,Regular,2178,R11
376,1,0.66,A,4,0,43,50,B12,Regular,24,R93
379,1,0.18,A,4,0,43,50,B12,Regular,24,R93
382,1,0.78,E,10,0,60,50,B12,Diesel,3744,R93
383,1,0.07,E,10,0,60,50,B12,Diesel,3744,R93
386,1,0.78,F,4,0,58,50,B12,Regular,27000,R11
387,1,0.06,F,4,0,58,50,B12,Regular,27000,R11
391,1,0.84,B,10,0,43,50,B12,Diesel,88,R91
394,1,0.85,B,9,9,24,95,B12,Regular,95,R26
397,2,0.84,C,9,8,24,100,B12,Regular,208,R11
400,1,0.31,A,6,0,53,50,B12,Regular,33,R93
402,1,0.01,A,5,0,53,50,B12,Regular,33,R93
403,1,0.51,A,6,0,53,50,B12,Regular,33,R93
406,1,0.77,C,9,0,29,72,B12,Regular,360,R91
407,1,0.07,C,9,0,29,72,B12,Regular,360,R91
412,1,0.84,E,7,3,40,54,B12,Regular,5746,R11
414,1,0.14,E,4,0,36,85,B12,Regular,4792,R11
416,1,0.09,E,4,0,36,85,B12,Regular,4792,R11
417,1,0.35,E,4,0,36,85,B12,Regular,4792,R11
418,1,0.25,E,4,0,36,85,B12,Regular,4792,R11
420,1,0.82,E,9,0,75,50,B12,Regular,2038,R82
422,1,0.02,E,9,0,75,50,B12,Regular,2038,R82
424,2,0.62,F,10,0,51,100,B12,Regular,27000,R11
425,1,0.22,F,5,0,51,100,B12,Regular,27000,R11
427,1,0.82,A,6,9,46,64,B12,Regular,49,R25
434,1,0.84,D,9,0,45,50,B12,Diesel,966,R72
436,1,0.11,D,11,1,48,50,B12,Diesel,721,R93
438,1,0.7,D,11,1,48,50,B12,Diesel,721,R93
439,1,0.03,D,11,1,48,50,B12,Diesel,721,R93
442,1,0.09,F,7,0,62,50,B12,Diesel,27000,R11
443,1,0.01,F,7,0,62,50,B12,Diesel,27000,R11
444,1,0.74,F,7,0,62,50,B12,Diesel,27000,R11
447,1,0.58,E,4,0,30,68,B12,Regular,3963,R91
448,1,0.13,E,4,0,30,68,B12,Regular,3963,R91
449,1,0.17,E,5,0,30,68,B12,Regular,3963,R91
451,1,0.66,F,9,1,62,50,B12,Regular,27000,R11
454,1,0.71,E,7,0,47,95,B12,Diesel,6157,R31
456,1,0.13,E,7,0,47,95,B12,Diesel,6157,R31
459,1,0.84,B,9,0,65,50,B12,Regular,89,R52
462,1,0.52,A,5,0,45,50,B12,Regular,12,R73
463,1,0.31,A,5,0,45,50,B12,Regular,12,R73
465,1,0.79,E,10,3,40,50,B12,Regular,5628,R11
466,1,0.05,E,10,3,40,50,B12,Regular,5628,R11
468,1,0.8,A,7,0,67,50,B12,Diesel,18,R93
470,1,0.04,A,7,0,67,50,B12,Diesel,18,R93
473,1,0.84,D,4,0,22,85,B12,Regular,1273,R26
477,1,0.78,D,5,0,76,50,B12,Regular,517,R91
478,1,0.06,D,5,0,76,50,B12,Regular,517,R91
480,1,0.28,E,6,2,32,100,B1,Diesel,2951,R41
482,1,0.7,E,6,2,32,100,B1,Diesel,2951,R41
484,1,0.61,C,9,0,37,50,B12,Regular,136,R11
486,1,0.1,C,9,0,37,50,B12,Regular,136,R11
487,1,0.12,C,9,0,37,50,B12,Regular,136,R11
490,1,0.79,C,5,1,46,50,B12,Regular,159,R54
491,1,0.05,C,5,0,46,50,B12,Regular,159,R54
493,1,0.8,E,6,0,50,50,B12,Regular,3744,R93
495,1,0.04,E,6,0,50,50,B12,Regular,3744,R93
496,1,0.42,C,6,2,40,50,B3,Diesel,181,R93
501,1,0.84,C,6,2,41,50,B12,Diesel,343,R72
504,1,0.78,C,4,0,50,50,B12,Regular,134,R91
505,1,0.06,C,4,0,50,50,B12,Regular,134,R91
507,1,0.81,E,9,1,29,85,B12,Regular,2308,R31
510,1,0.11,E,9,1,29,85,B12,Regular,2308,R31
512,1,0.81,F,7,0,48,50,B12,Regular,15386,R11
514,1,0.03,F,7,0,48,50,B12,Regular,15386,R11
517,1,0.84,D,7,2,38,50,B12,Regular,515,R11
519,1,0.71,F,4,0,38,51,B12,Regular,27000,R11
521,1,0.13,F,4,0,38,51,B12,Regular,27000,R11
527,1,0.84,C,10,7,43,50,B12,Regular,138,R21
530,1,0.79,C,9,1,45,50,B12,Regular,298,R54
532,1,0.04,C,9,1,45,50,B12,Regular,298,R54
536,1,0.84,D,5,0,29,76,B12,Regular,891,R41
539,1,0.84,C,5,1,39,50,B12,Regular,152,R26
542,1,0.84,E,5,1,58,100,B12,Regular,3541,R52
545,1,0.08,D,5,0,46,50,B12,Regular,1489,R52
546,1,0.76,D,5,0,46,50,B12,Regular,1489,R52
548,1,0.74,E,5,0,37,50,B12,Regular,3023,R11
550,1,0.08,E,5,0,37,50,B12,Regular,3023,R11
551,1,0.01,E,5,0,37,50,B12,Regular,3023,R11
554,1,0.08,C,6,10,40,62,B2,Diesel,309,R73
555,1,0.75,C,6,10,40,62,B2,Diesel,309,R73
558,1,0.84,D,12,6,36,53,B12,Diesel,1221,R83
561,1,0.84,D,4,0,36,50,B12,Regular,1273,R26
563,1,0.71,E,5,0,70,50,B12,Regular,3430,R93
565,1,0.12,E,5,0,70,50,B12,Regular,3430,R93
567,1,0.72,A,11,4,34,85,B12,Diesel,49,R94
569,1,0.12,A,11,4,34,85,B12,Diesel,49,R94
571,1,0.53,B,5,0,27,68,B12,Regular,85,R22
573,1,0.2,B,5,0,27,68,B12,Regular,85,R22
574,1,0.1,B,5,0,27,68,B12,Regular,85,R22
577,1,0.79,F,7,9,23,100,B1,Regular,17140,R11
578,1,0.04,F,7,9,23,100,B1,Regular,17140,R11
581,1,0.78,C,4,0,47,50,B12,Regular,110,R54
582,1,0.06,C,4,0,47,50,B12,Regular,110,R54
584,1,0.83,A,7,4,44,50,B6,Regular,37,R94
588,1,0.05,A,11,10,44,50,B1,Regular,37,R94
590,1,0.78,A,11,10,44,50,B1,Regular,37,R94
592,2,0.66,D,5,0,43,60,B12,Regular,714,R11
594,1,0.17,D,5,0,43,60,B12,Regular,714,R11
596,1,0.46,F,6,0,41,50,B12,Regular,27000,R11
598,1,0.12,F,6,0,41,50,B12,Regular,27000,R11
599,1,0.25,F,6,0,41,50,B12,Regular,27000,R11
602,1,0.77,E,5,0,65,50,B12,Regular,3963,R91
603,1,0.06,E,5,0,65,50,B12,Regular,3963,R91
606,1,0.84,D,10,6,54,50,B12,Diesel,583,R93
608,1,0.008196721,A,10,10,55,50,B12,Diesel,37,R94
609,1,0.74,A,10,10,51,50,B12,Diesel,37,R94
613,1,0.77,C,4,0,56,97,B12,Regular,193,R43
614,1,0.06,C,4,0,56,97,B12,Regular,193,R43
617,1,0.7,D,15,0,66,66,B12,Diesel,1457,R52
618,1,0.13,D,15,0,66,66,B12,Diesel,1457,R52
620,2,0.07,D,5,0,34,64,B12,Regular,1565,R31
622,1,0.75,D,5,0,34,64,B12,Regular,1565,R31
624,1,0.83,D,7,7,59,50,B12,Regular,539,R73
626,1,0.21,C,10,8,29,72,B4,Regular,463,R42
630,2,0.69,C,5,2,29,90,B6,Regular,335,R91
631,1,0.13,C,5,2,29,90,B6,Regular,335,R91
634,1,0.03,E,7,0,53,50,B12,Diesel,9307,R82
635,1,0.53,E,7,0,53,50,B12,Diesel,9307,R82
636,1,0.008196721,E,7,0,53,50,B12,Diesel,9307,R82
637,1,0.04,E,7,0,53,50,B12,Diesel,9307,R82
638,1,0.22,E,7,0,53,50,B12,Diesel,9307,R82
640,1,0.83,D,6,0,62,74,B12,Regular,726,R91
642,1,0.74,E,6,0,31,62,B12,Regular,2308,R31
644,1,0.09,E,6,0,31,62,B12,Regular,2308,R31
646,1,0.005464481,D,6,0,45,50,B12,Diesel,1472,R31
647,1,0.51,D,6,0,45,50,B12,Diesel,1472,R31
648,1,0.14,D,7,0,45,50,B12,Diesel,1472,R31
651,1,0.17,D,6,0,45,50,B12,Diesel,1472,R31
653,1,0.03,B,5,0,61,50,B12,Regular,66,R93
654,1,0.8,B,5,0,61,50,B12,Regular,66,R93
657,1,0.04,E,9,0,59,85,B12,Regular,6913,R11
659,1,0.79,E,9,0,59,80,B12,Regular,6913,R11
661,1,0.1,D,4,0,33,57,B12,Regular,1577,R41
662,1,0.72,D,4,0,33,57,B12,Regular,1577,R41
666,1,0.07,B,6,0,31,57,B12,Diesel,78,R73
668,1,0.75,B,6,3,31,57,B12,Diesel,78,R73
670,1,0.19,D,6,0,27,76,B12,Regular,1287,R72
671,1,0.64,D,6,0,27,76,B12,Regular,1287,R72
676,1,0.1,C,7,0,45,50,B12,Regular,177,R93
677,1,0.76,C,7,0,45,50,B12,Regular,177,R93
679,1,0.1,D,4,0,31,55,B12,Regular,1955,R94
680,1,0.65,D,4,0,31,55,B12,Regular,1955,R94
681,1,0.07,D,4,0,31,55,B12,Regular,1955,R94
685,1,0.85,B,10,10,42,50,B12,Diesel,96,R73
687,1,0.41,D,4,0,24,100,B12,Regular,1489,R52
688,1,0.55,D,4,0,24,100,B12,Regular,1489,R52
692,1,0.07,A,5,0,33,50,B12,Regular,47,R41
694,1,0.04,A,6,0,33,50,B12,Regular,47,R41
696,1,0.71,A,5,0,33,50,B12,Regular,47,R41
698,1,0.1,C,9,0,36,85,B12,Regular,269,R93
700,1,0.78,C,9,0,36,85,B12,Regular,269,R93
702,1,0.2,B,5,0,48,50,B12,Regular,58,R11
704,1,0.79,B,5,0,48,50,B12,Regular,58,R11
706,1,0.21,B,7,8,22,100,B2,Regular,53,R26
708,1,0.43,B,7,8,22,100,B2,Regular,53,R26
709,1,0.18,B,7,8,22,100,B2,Regular,53,R26
711,1,0.83,C,4,0,44,50,B12,Regular,126,R41
714,1,0.48,C,9,0,32,61,B12,Regular,352,R41
715,1,0.33,C,9,0,32,61,B12,Regular,352,R41
717,1,0.03,C,9,0,32,61,B12,Regular,352,R41
719,1,0.9,B,10,0,45,50,B12,Diesel,84,R21
722,1,0.01,C,6,0,52,50,B2,Diesel,132,R94
723,1,0.51,C,6,0,52,50,B2,Diesel,132,R94
724,1,0.22,C,8,6,52,50,B3,Diesel,132,R94
726,1,0.83,E,5,0,29,64,B12,Diesel,3301,R73
730,1,0.83,E,10,4,30,95,B1,Regular,3075,R72
731,1,0.12,D,8,9,23,90,B12,Regular,745,R82
732,2,0.21,D,8,9,23,90,B12,Regular,745,R82
734,1,0.83,E,5,0,31,60,B12,Regular,4998,R11
738,1,0.25,D,10,1,40,63,B12,Diesel,1662,R11
739,1,0.57,D,10,1,40,50,B12,Diesel,1662,R11
742,1,0.82,A,7,1,70,50,B12,Diesel,31,R73
745,1,0.41,D,6,0,74,50,B12,Diesel,721,R93
746,1,0.05,D,6,0,74,50,B12,Diesel,721,R93
748,1,0.36,D,6,0,74,50,B12,Diesel,721,R93
750,1,0.83,D,4,6,36,100,B1,Regular,824,R91
754,1,0.35,E,6,3,28,80,B12,Diesel,2767,R52
755,1,0.03,E,6,3,28,80,B12,Diesel,2767,R52
756,1,0.56,E,6,3,28,80,B12,Diesel,2767,R52
758,1,0.1,D,4,0,45,50,B12,Regular,1468,R93
759,1,0.72,D,4,0,45,50,B12,Regular,1468,R93
762,1,0.75,D,10,8,52,50,B12,Diesel,1955,R94
765,1,0.75,D,4,10,52,50,B4,Diesel,1955,R94
768,1,0.2,F,6,0,33,50,B12,Regular,14368,R11
769,1,0.62,F,6,0,33,50,B12,Regular,14368,R11
771,1,0.33,D,5,0,47,50,B12,Regular,1103,R11
772,1,0.41,D,5,0,47,50,B12,Regular,1103,R11
773,1,0.07,D,5,0,47,50,B12,Regular,1103,R11
776,1,0.03,A,6,0,63,50,B12,Regular,21,R93
778,2,0.79,A,6,0,63,50,B12,Regular,21,R93
780,1,0.1,C,4,0,56,50,B12,Regular,232,R26
782,1,0.72,C,4,0,56,50,B12,Regular,232,R26
784,1,0.74,D,5,0,22,100,B12,Regular,1329,R11
785,1,0.07,D,5,0,22,100,B12,Regular,1329,R11
789,1,0.35,F,6,0,60,100,B12,Regular,15725,R11
790,1,0.47,F,5,8,60,100,B2,Diesel,15725,R11
793,1,0.83,A,5,0,33,100,B12,Regular,9,R83
795,1,0.83,E,7,7,52,50,B10,Diesel,8455,R82
798,1,0.75,C,8,2,49,50,B12,Diesel,211,R11
799,1,0.07,C,8,2,49,50,B12,Diesel,211,R11
802,1,0.3,E,4,1,27,95,B12,Regular,5202,R11
805,1,0.01,E,4,1,27,95,B12,Regular,5202,R11
807,1,0.5,E,4,1,27,95,B12,Regular,5202,R11
809,1,0.06,E,5,0,44,50,B12,Regular,3317,R93
811,1,0.76,E,5,0,44,50,B12,Regular,3317,R93
813,1,0.82,E,5,0,29,90,B12,Regular,3374,R42
816,1,0.05,A,5,0,51,50,B12,Regular,27,R26
818,1,0.75,A,5,0,51,50,B12,Regular,27,R26
820,1,0.2,B,4,1,35,60,B12,Regular,82,R52
822,1,0.62,B,4,0,35,60,B12,Regular,82,R52
827,1,0.22,E,6,7,41,50,B12,Regular,3541,R52
829,1,0.6,E,6,7,41,50,B12,Regular,3541,R52
830,1,0.68,E,4,10,24,105,B1,Regular,3064,R11
833,1,0.09,E,4,0,30,72,B12,Regular,3991,R21
834,1,0.73,E,4,0,30,72,B12,Regular,3991,R21
837,1,0.74,C,6,0,52,50,B12,Regular,489,R91
838,1,0.07,C,6,0,52,50,B12,Regular,489,R91
841,1,0.73,D,5,1,69,62,B12,Regular,796,R11
842,1,0.08,D,5,1,69,62,B12,Regular,796,R11
845,1,0.81,D,5,0,40,72,B12,Regular,1064,R11
849,1,0.07,C,6,0,66,50,B12,Diesel,123,R72
850,1,0.78,C,6,0,66,50,B12,Diesel,123,R72
852,1,0.27,F,7,5,39,100,B12,Regular,17140,R11
853,1,0.07,F,7,5,39,100,B12,Regular,17140,R11
854,1,0.47,F,7,5,39,100,B12,Regular,17140,R11
856,1,0.2,B,5,0,50,50,B12,Regular,59,R11
859,1,0.62,B,5,0,50,50,B12,Regular,59,R11
861,1,0.12,A,5,0,26,90,B12,Regular,32,R91
863,1,0.69,A,5,0,26,90,B12,Regular,32,R91
865,1,0.46,E,5,0,34,50,B12,Regular,2887,R11
867,1,0.81,C,4,0,36,72,B12,Regular,285,R53
870,1,0.06,A,4,0,71,72,B12,Regular,46,R25
872,1,0.75,A,4,0,71,72,B12,Regular,46,R25
874,1,0.13,C,7,0,50,50,B12,Regular,216,R82
876,1,0.68,C,7,0,50,50,B12,Regular,216,R82
878,1,0.81,D,7,10,66,56,B4,Regular,709,R93
880,1,0.77,C,11,2,46,90,B12,Regular,316,R93
882,1,0.97,D,5,2,40,50,B12,Diesel,675,R91
884,1,0.008196721,D,7,0,40,50,B4,Regular,675,R91
886,1,0.03,D,7,0,35,80,B12,Regular,565,R93
887,1,0.8,D,7,0,35,80,B12,Regular,565,R93
889,1,0.28,C,9,0,46,90,B12,Regular,316,R93
890,1,0.48,C,9,0,46,90,B12,Regular,316,R93
892,1,0.83,A,5,1,54,50,B12,Regular,42,R41
895,1,0.42,F,4,0,53,50,B12,Regular,15725,R11
896,1,0.39,F,4,0,53,50,B12,Regular,15725,R11
901,1,0.09,B,5,0,51,50,B12,Diesel,51,R24
902,1,0.72,B,5,0,51,50,B12,Diesel,51,R24
905,1,0.74,D,5,0,52,50,B12,Regular,1846,R72
908,1,0.1,D,5,0,52,50,B12,Regular,1846,R72
910,1,0.09,E,7,0,43,50,B12,Diesel,3541,R52
911,1,0.18,E,6,2,43,50,B12,Diesel,3541,R52
912,1,0.54,E,7,0,43,50,B12,Diesel,3541,R52
913,2,0.06,E,6,2,43,50,B12,Diesel,3541,R52
915,1,0.28,E,4,0,38,106,B12,Regular,6157,R31
918,1,0.6,E,6,10,38,106,B12,Regular,6157,R31
920,1,0.09,D,4,1,60,50,B12,Regular,831,R54
921,1,0.72,D,4,1,60,50,B12,Regular,831,R54
925,1,0.09,C,9,0,56,85,B12,Regular,106,R11
926,1,0.71,C,9,0,56,85,B12,Regular,106,R11
928,1,0.81,D,9,7,41,90,B12,Diesel,875,R93
931,1,0.005464481,C,6,0,75,50,B12,Diesel,137,R52
932,1,0.08,C,6,0,75,50,B12,Diesel,137,R52
933,1,0.72,C,6,0,75,50,B12,Diesel,137,R52
937,1,0.03,D,7,0,40,50,B12,Regular,726,R91
939,1,0.28,D,7,0,40,50,B12,Regular,726,R91
940,1,0.43,D,7,0,40,50,B12,Regular,726,R91
941,1,0.05,D,7,0,40,50,B12,Regular,726,R91
943,1,0.75,F,5,4,34,95,B12,Diesel,17140,R11
944,1,0.06,F,5,4,34,100,B12,Diesel,17140,R11
947,1,0.74,C,9,0,47,50,B12,Regular,108,R25
948,1,0.07,C,9,0,47,50,B12,Regular,108,R25
951,1,0.81,F,6,0,47,100,B12,Regular,10477,R11
953,1,0.36,D,14,9,30,80,B1,Regular,1353,R31
954,1,0.8,D,4,0,34,88,B12,Regular,883,R93
956,1,0.05,F,5,0,49,50,B12,Regular,12374,R11
959,1,0.76,F,5,0,49,50,B12,Regular,12374,R11
961,1,0.05,B,7,0,31,51,B12,Diesel,67,R41
963,1,0.75,B,7,0,31,51,B12,Diesel,67,R41
965,1,0.81,C,4,2,57,50,B12,Regular,124,R24
968,1,0.41,E,5,0,38,50,B12,Regular,3317,R93
969,1,0.39,E,5,0,38,50,B12,Regular,3317,R93
971,1,0.08,C,9,3,45,50,B12,Regular,391,R41
972,1,0.74,C,9,3,45,50,B12,Regular,391,R41
975,1,0.73,D,9,0,60,50,B12,Regular,570,R93
976,2,0.07,D,9,0,60,50,B12,Regular,570,R93
979,1,0.74,D,4,0,44,50,B12,Regular,1005,R93
980,1,0.05,D,4,0,44,50,B12,Regular,1005,R93
982,1,0.01,D,4,0,44,50,B12,Regular,1005,R93
984,1,0.11,E,5,0,34,50,B12,Regular,3744,R93
